"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"entailment","Two women standing outside looking at a water fountain with bright green trees in the background.","two women near a fountain","3912076502.jpg#0r1e","Venku stojí dvě ženy a dívají se na fontánu s jasně zelenými stromy v pozadí.","dvě ženy u fontány"
"contradiction","Two women standing outside looking at a water fountain with bright green trees in the background.","a woman sits in chair","3912076502.jpg#0r1c","Venku stojí dvě ženy a dívají se na fontánu s jasně zelenými stromy v pozadí.","žena sedí na židli"
"neutral","Two women standing outside looking at a water fountain with bright green trees in the background.","two women toss pennies into the fountain","3912076502.jpg#0r1n","Venku stojí dvě ženy a dívají se na fontánu s jasně zelenými stromy v pozadí.","dvě ženy házejí mince do fontány"
"entailment","A man in a white shirt has his mouth open and is adjusting dials.","A man is standing with his mouth open.","3376227992.jpg#2r1n","Muž v bílé košili má otevřená ústa a upravuje ciferníky.","Muž stojí s otevřenou pusou."
"contradiction","A man in a white shirt has his mouth open and is adjusting dials.","A man is sleeping.","3376227992.jpg#2r1c","Muž v bílé košili má otevřená ústa a upravuje ciferníky.","Nějaký muž spí."
"entailment","A man in a white shirt has his mouth open and is adjusting dials.","A man is wearing white.","3376227992.jpg#2r1e","Muž v bílé košili má otevřená ústa a upravuje ciferníky.","Muž v bílém."
"contradiction","A swimming dog with a small branch in its mouth.","A dog is ice skating.","468930779.jpg#2r1c","Plavoucí pes s malou větvičkou v tlamě.","Pes bruslí na ledě."
"entailment","A swimming dog with a small branch in its mouth.","A dog is swimming with a branch in its mouth.","468930779.jpg#2r1e","Plavoucí pes s malou větvičkou v tlamě.","Pes plave s větví v tlamě."
"neutral","A swimming dog with a small branch in its mouth.","A male dog is swimming in a lake with a stick in its mouth.","468930779.jpg#2r1n","Plavoucí pes s malou větvičkou v tlamě.","Pes plave v jezeře s klackem v tlamě."
"entailment","The group of people make single file lines on the field.","People outside in lines.","3523559027.jpg#2r1e","Skupina lidí tvoří na hřišti jednotlivé řady.","Lidé venku ve frontách."
"contradiction","The group of people make single file lines on the field.","A group of people swimming.","3523559027.jpg#2r1c","Skupina lidí tvoří na hřišti jednotlivé řady.","Skupina lidí plave."
"neutral","The group of people make single file lines on the field.","Soldiers standing in lines outside.","3523559027.jpg#2r1n","Skupina lidí tvoří na hřišti jednotlivé řady.","Vojáci stojí ve frontách venku."
"entailment","A man with a tattoo is wearing sunglasses while holding a small boy.","There is a man with body art who is holding a young person.","3182517887.jpg#1r1e","Muž s tetováním má sluneční brýle, zatímco drží malého chlapce.","Existuje muž s tělesným uměním, který drží mladého člověka."
"contradiction","A man with a tattoo is wearing sunglasses while holding a small boy.","A man in sunglasses holding a small boy waits to get his first tattoo.","3182517887.jpg#1r1c","Muž s tetováním má sluneční brýle, zatímco drží malého chlapce.","Muž ve slunečních brýlích s malým chlapcem čeká na své první tetování."
"neutral","A man with a tattoo is wearing sunglasses while holding a small boy.","A man with a facial tattoo and Ray-Bans is holding a toddler.","3182517887.jpg#1r1n","Muž s tetováním má sluneční brýle, zatímco drží malého chlapce.","Muž s tetováním na obličeji a Ray-Bans drží batole."
"contradiction","One boy is driving a play tractor while the other boy jumps off the back of the play tractor.","There is only one boy present.","5822381051.jpg#1r1c","Jeden kluk řídí traktor na hraní, zatímco druhý skáče ze zadní části traktoru.","Je tu jen jeden chlapec."
"entailment","One boy is driving a play tractor while the other boy jumps off the back of the play tractor.","The two boys are playing.","5822381051.jpg#1r1e","Jeden kluk řídí traktor na hraní, zatímco druhý skáče ze zadní části traktoru.","Dva kluci si hrají."
"neutral","One boy is driving a play tractor while the other boy jumps off the back of the play tractor.","The boy gets hurt jumping.","5822381051.jpg#1r1n","Jeden kluk řídí traktor na hraní, zatímco druhý skáče ze zadní části traktoru.","Chlapec se zraní při skákání."
"contradiction","A man wearing a blue jacket is looking at a glass bottle while the person next to him enjoys his food.","The man is looking at a painting.","2922302990.jpg#0r1c","Muž v modré bundě se dívá na skleněnou láhev, zatímco osoba vedle něj si pochutnává na jídle.","Ten muž se dívá na obraz."
"entailment","A man wearing a blue jacket is looking at a glass bottle while the person next to him enjoys his food.","The jacket is blue.","2922302990.jpg#0r1e","Muž v modré bundě se dívá na skleněnou láhev, zatímco osoba vedle něj si pochutnává na jídle.","Sako je modré."
"contradiction","A man wearing a blue jacket is looking at a glass bottle while the person next to him enjoys his food.","The bottle used to hold bear.","2922302990.jpg#0r1n","Muž v modré bundě se dívá na skleněnou láhev, zatímco osoba vedle něj si pochutnává na jídle.","Láhev, ve které byl medvěd."
"neutral","Children walk in the city.","The city is huge","3636632926.jpg#4r1n","Děti chodí po městě.","Město je obrovské"
"entailment","Children walk in the city.","Kids are walking around","3636632926.jpg#4r1e","Děti chodí po městě.","Děti chodí kolem"
"contradiction","Children walk in the city.","The kids are riding bikes","3636632926.jpg#4r1c","Děti chodí po městě.","Děti jezdí na kole"
"contradiction","A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement looking out at the street in amazement.","It is empty outside.","4514304589.jpg#1r1c","Matka a její dcera stojí venku v davu na cihlovém chodníku a s úžasem hledí na ulici.","Venku je prázdno."
"entailment","A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement looking out at the street in amazement.","There are people on the brick pavement.","4514304589.jpg#1r1e","Matka a její dcera stojí venku v davu na cihlovém chodníku a s úžasem hledí na ulici.","Na cihlovém chodníku jsou lidé."
"entailment","A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement looking out at the street in amazement.","There are men on the brick pavement.","4514304589.jpg#1r1n","Matka a její dcera stojí venku v davu na cihlovém chodníku a s úžasem hledí na ulici.","Na cihlové dlažbě jsou muži."
"neutral","A large competition sailboat is surrounded by three small boats in the middle of the water.","A large boat with a green flag on the back is towering above three smaller boats with the same flag.","6952893010.jpg#2r1n","Velká soutěžní plachetnice je obklopena třemi malými čluny uprostřed vody.","Velký člun se zelenou vlajkou na zádi se tyčí nad třemi menšími čluny se stejnou vlajkou."
"entailment","A large competition sailboat is surrounded by three small boats in the middle of the water.","There are four boats in the middle of the water.","6952893010.jpg#2r1e","Velká soutěžní plachetnice je obklopena třemi malými čluny uprostřed vody.","Uprostřed vody jsou čtyři čluny."
"contradiction","A large competition sailboat is surrounded by three small boats in the middle of the water.","Three large boats and one smaller boat are docked at a pier.","6952893010.jpg#2r1c","Velká soutěžní plachetnice je obklopena třemi malými čluny uprostřed vody.","U mola kotví tři velké lodě a jedna menší."
"contradiction","Two black dogs run along the green grass.","Two dogs sit in their pen.","493507605.jpg#2r1c","Dva černí psi běží po zelené trávě.","V ohradě sedí dva psi."
"neutral","Two black dogs run along the green grass.","Two dogs run to catch a bone.","493507605.jpg#2r1n","Dva černí psi běží po zelené trávě.","Dva psi běží chytit kost."
"entailment","Two black dogs run along the green grass.","Two dogs run along the lawn.","493507605.jpg#2r1e","Dva černí psi běží po zelené trávě.","Po trávníku pobíhají dva psi."
"entailment","Smiling woman in yellow shirt gesturing.","the woman was gesturing","4238762387.jpg#4r1e","Usměvavá žena ve žluté košili gestikuluje.","žena gestikulovala"
"neutral","Smiling woman in yellow shirt gesturing.","the woman was gesturing to her son","4238762387.jpg#4r1n","Usměvavá žena ve žluté košili gestikuluje.","žena gestikulovala na svého syna"
"contradiction","Smiling woman in yellow shirt gesturing.","the pig was eating monkeys","4238762387.jpg#4r1c","Usměvavá žena ve žluté košili gestikuluje.","to prase žralo opice"
"entailment","A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table.","A young boy is leaning against a tree outside.","2646116932.jpg#1r1e","Mladý chlapec v pruhované košili se opírá o strom, zatímco jiné dítě sedí u piknikového stolu.","O strom venku se opírá malý chlapec."
"contradiction","A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table.","Two children are eating together at a fantasy fair.","2646116932.jpg#1r1c","Mladý chlapec v pruhované košili se opírá o strom, zatímco jiné dítě sedí u piknikového stolu.","Dvě děti spolu jedí na pouti fantazie."
"neutral","A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table.","Two children are outdoors at a park playing.","2646116932.jpg#1r1n","Mladý chlapec v pruhované košili se opírá o strom, zatímco jiné dítě sedí u piknikového stolu.","Dvě děti si venku v parku hrají."
"neutral","A dancer in costumer performs on stage while a man watches.","the man is captivated","3980305243.jpg#2r1n","Tanečník v kostýmu vystupuje na pódiu, zatímco muž se dívá.","muž je uchvácen"
"entailment","A dancer in costumer performs on stage while a man watches.","the dancer is wearing a costume","3980305243.jpg#2r1e","Tanečník v kostýmu vystupuje na pódiu, zatímco muž se dívá.","tanečník má na sobě kostým"
"contradiction","A dancer in costumer performs on stage while a man watches.","the man is dancing as the woman watches","3980305243.jpg#2r1c","Tanečník v kostýmu vystupuje na pódiu, zatímco muž se dívá.","muž tančí, zatímco žena se dívá"
"-","There are five white individuals on a stage in a line, the outer four are looking inward toward the middle individual who has a beard.","Many people are standing in line.","2534904279.jpg#0r1c","Na pódiu v řadě je pět bílých jedinců, vnější čtyři hledí dovnitř směrem k prostřednímu jedinci s plnovousem.","Mnoho lidí stojí ve frontě."
